config_id,routing_strategy,scheduler,time_step_s,offered_load_factor,deadline_factor,backhaul_factor,minimum_elevation_deg,rf_efficiency_factor,item_id,delivered,deadline_met,latency_s,failure_reason
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,1.5,10.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,1.5,10.0,0.75,archive-001,True,True,589.6371093933263,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,1.5,10.0,0.75,telemetry-001,True,True,523.1607164444779,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,1.5,10.0,0.75,waveform-001,False,False,,DEADLINE_INFEASIBLE
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,1.5,10.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,1.5,10.0,0.75,archive-001,True,True,589.6371093933263,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,1.5,10.0,0.75,telemetry-001,True,True,523.1607164444779,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,1.5,10.0,0.75,waveform-001,True,False,6382.830440572603,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,1.5,10.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,1.5,10.0,0.75,archive-001,True,True,589.6371093933263,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,1.5,10.0,0.75,telemetry-001,True,True,523.1607164444779,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,1.5,10.0,0.75,waveform-001,True,False,6382.830440572603,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,1.5,10.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,1.5,10.0,0.75,archive-001,True,True,589.6371093933263,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,1.5,10.0,0.75,telemetry-001,True,True,523.1607164444779,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,1.5,10.0,0.75,waveform-001,False,False,,DEADLINE_INFEASIBLE
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,1.5,10.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,1.5,10.0,0.75,archive-001,True,True,589.6371093933263,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,1.5,10.0,0.75,telemetry-001,True,True,523.1607164444779,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,1.5,10.0,0.75,waveform-001,True,False,6382.830440572603,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,1.5,10.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,1.5,10.0,0.75,archive-001,True,True,589.6371093933263,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,1.5,10.0,0.75,telemetry-001,True,True,523.1607164444779,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,1.5,10.0,0.75,waveform-001,True,False,6382.830440572603,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,1.5,10.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,1.5,10.0,0.75,archive-001,True,True,589.6371093933263,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,1.5,10.0,0.75,telemetry-001,True,True,523.1607164444779,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,1.5,10.0,0.75,waveform-001,False,False,,DEADLINE_INFEASIBLE
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,1.5,10.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,0.5,10.0,1.25,archive-001,True,True,573.0049145027758,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,0.5,10.0,1.25,telemetry-001,True,True,441.17102193705114,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,0.5,10.0,1.25,waveform-001,True,True,438.71629941177946,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,0.5,10.0,1.25,image-001,True,False,6049.91511211236,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,0.5,10.0,1.25,archive-001,True,True,409.82971468646673,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,0.5,10.0,1.25,telemetry-001,True,True,354.1415757650794,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,0.5,10.0,1.25,waveform-001,True,True,355.16600853876594,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,0.5,10.0,1.25,image-001,True,False,6049.91511211236,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,0.5,10.0,1.25,archive-001,True,True,409.82971468646673,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,0.5,10.0,1.25,telemetry-001,True,True,354.1415757650794,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,0.5,10.0,1.25,waveform-001,True,True,355.16600853876594,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,0.5,10.0,1.25,image-001,False,False,,DEADLINE_INFEASIBLE
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,0.5,10.0,1.25,archive-001,True,True,573.0049145027758,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,0.5,10.0,1.25,telemetry-001,True,True,441.17102193705114,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,0.5,10.0,1.25,waveform-001,True,True,438.71629941177946,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,0.5,10.0,1.25,image-001,True,True,6049.91511211236,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,0.5,10.0,1.25,archive-001,True,True,409.82971468646673,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,0.5,10.0,1.25,telemetry-001,True,True,354.1415757650794,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,0.5,10.0,1.25,waveform-001,True,True,355.16600853876594,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,0.5,10.0,1.25,image-001,True,True,6049.91511211236,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,0.5,10.0,1.25,archive-001,True,True,409.82971468646673,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,0.5,10.0,1.25,telemetry-001,True,True,354.1415757650794,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,0.5,10.0,1.25,waveform-001,True,True,355.16600853876594,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,0.5,10.0,1.25,image-001,True,True,6049.91511211236,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,0.5,10.0,1.25,archive-001,True,True,573.0049145027758,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,0.5,10.0,1.25,telemetry-001,True,True,441.17102193705114,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,0.5,10.0,1.25,waveform-001,True,True,438.71629941177946,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,0.5,10.0,1.25,image-001,True,True,6049.91511211236,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,0.5,10.0,1.25,archive-001,True,True,409.82971468646673,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,0.5,10.0,1.25,telemetry-001,True,True,354.1415757650794,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,0.5,10.0,1.25,waveform-001,True,True,355.16600853876594,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,0.5,10.0,1.25,image-001,True,True,6049.91511211236,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,0.5,10.0,1.25,archive-001,True,True,409.82971468646673,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,0.5,10.0,1.25,telemetry-001,True,True,354.1415757650794,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,0.5,10.0,1.25,waveform-001,True,True,355.16600853876594,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,0.5,10.0,1.25,image-001,True,True,6049.91511211236,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,0.5,10.0,1.25,archive-001,True,True,434.6992740136078,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,0.5,10.0,1.25,telemetry-001,True,True,392.53118992728326,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,0.5,10.0,1.25,waveform-001,True,True,395.9257516437191,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,0.5,10.0,1.25,archive-001,True,True,434.6992740136078,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,0.5,10.0,1.25,telemetry-001,True,True,381.5497823356858,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,0.5,10.0,1.25,waveform-001,True,True,394.1415316123562,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,0.5,10.0,1.25,archive-001,True,True,434.6992740136078,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,0.5,10.0,1.25,telemetry-001,True,True,381.5497823356858,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,0.5,10.0,1.25,waveform-001,True,True,394.1415316123562,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,0.5,10.0,1.25,archive-001,True,True,434.6992740136078,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,0.5,10.0,1.25,telemetry-001,True,True,392.53118992728326,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,0.5,10.0,1.25,waveform-001,True,True,395.9257516437191,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,0.5,10.0,1.25,archive-001,True,True,434.6992740136078,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,0.5,10.0,1.25,telemetry-001,True,True,381.5497823356858,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,0.5,10.0,1.25,waveform-001,True,True,394.1415316123562,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,0.5,10.0,1.25,archive-001,True,True,434.6992740136078,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,0.5,10.0,1.25,telemetry-001,True,True,381.5497823356858,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,0.5,10.0,1.25,waveform-001,True,True,394.1415316123562,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,0.5,10.0,1.25,archive-001,True,True,434.6992740136078,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,0.5,10.0,1.25,telemetry-001,True,True,392.53118992728326,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,0.5,10.0,1.25,waveform-001,True,True,395.9257516437191,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,0.5,10.0,1.25,archive-001,True,True,434.6992740136078,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,0.5,10.0,1.25,telemetry-001,True,True,381.5497823356858,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,0.5,10.0,1.25,waveform-001,True,True,394.1415316123562,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,0.5,10.0,1.25,archive-001,True,True,434.6992740136078,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,0.5,10.0,1.25,telemetry-001,True,True,381.5497823356858,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,0.5,10.0,1.25,waveform-001,True,True,394.1415316123562,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,0.5,10.0,1.25,archive-001,True,True,456.87635837317043,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,0.5,10.0,1.25,telemetry-001,True,True,418.84905993753006,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,0.5,10.0,1.25,waveform-001,True,True,430.38818891095957,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,0.5,10.0,1.25,archive-001,True,True,456.87635837317043,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,0.5,10.0,1.25,telemetry-001,True,True,406.13465657389963,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,0.5,10.0,1.25,waveform-001,True,True,438.96173151910443,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,0.5,10.0,1.25,archive-001,True,True,456.87635837317043,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,0.5,10.0,1.25,telemetry-001,True,True,406.13465657389963,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,0.5,10.0,1.25,waveform-001,True,True,438.96173151910443,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,0.5,10.0,1.25,archive-001,True,True,456.87635837317043,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,0.5,10.0,1.25,telemetry-001,True,True,418.84905993753006,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,0.5,10.0,1.25,waveform-001,True,True,430.38818891095957,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,0.5,10.0,1.25,archive-001,True,True,456.87635837317043,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,0.5,10.0,1.25,telemetry-001,True,True,406.13465657389963,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,0.5,10.0,1.25,waveform-001,True,True,438.96173151910443,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,0.5,10.0,1.25,archive-001,True,True,456.87635837317043,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,0.5,10.0,1.25,telemetry-001,True,True,406.13465657389963,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,0.5,10.0,1.25,waveform-001,True,True,438.96173151910443,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,0.5,10.0,1.25,archive-001,True,True,456.87635837317043,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,0.5,10.0,1.25,telemetry-001,True,True,418.84905993753006,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,0.5,10.0,1.25,waveform-001,True,True,430.38818891095957,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,0.5,10.0,1.25,archive-001,True,True,456.87635837317043,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,0.5,10.0,1.25,telemetry-001,True,True,406.13465657389963,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,0.5,10.0,1.25,waveform-001,True,True,438.96173151910443,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,0.5,10.0,1.25,archive-001,True,True,456.87635837317043,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,0.5,10.0,1.25,telemetry-001,True,True,406.13465657389963,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,0.5,10.0,1.25,waveform-001,True,True,438.96173151910443,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,0.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,1.5,10.0,1.25,archive-001,True,True,753.0049145027758,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,1.5,10.0,1.25,telemetry-001,True,True,446.17102193705114,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,1.5,10.0,1.25,waveform-001,True,True,443.71629941177946,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,1.5,10.0,1.25,image-001,True,False,6229.91511211236,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,1.5,10.0,1.25,archive-001,True,True,452.35740943504777,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,1.5,10.0,1.25,telemetry-001,True,True,409.51551321498744,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,1.5,10.0,1.25,waveform-001,True,True,402.51131779555624,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,1.5,10.0,1.25,image-001,True,False,6229.91511211236,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,1.5,10.0,1.25,archive-001,True,True,452.35740943504777,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,1.5,10.0,1.25,telemetry-001,True,True,409.51551321498744,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,1.5,10.0,1.25,waveform-001,True,True,402.51131779555624,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,1.5,10.0,1.25,image-001,False,False,,DEADLINE_INFEASIBLE
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,1.5,10.0,1.25,archive-001,True,True,753.0049145027758,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,1.5,10.0,1.25,telemetry-001,True,True,446.17102193705114,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,1.5,10.0,1.25,waveform-001,True,True,443.71629941177946,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,1.5,10.0,1.25,image-001,True,True,6229.91511211236,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,1.5,10.0,1.25,archive-001,True,True,452.35740943504777,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,1.5,10.0,1.25,telemetry-001,True,True,409.51551321498744,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,1.5,10.0,1.25,waveform-001,True,True,402.51131779555624,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,1.5,10.0,1.25,image-001,True,True,6229.91511211236,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,1.5,10.0,1.25,archive-001,True,True,452.35740943504777,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,1.5,10.0,1.25,telemetry-001,True,True,409.51551321498744,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,1.5,10.0,1.25,waveform-001,True,True,402.51131779555624,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,1.5,10.0,1.25,image-001,True,True,6229.91511211236,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,1.5,10.0,1.25,archive-001,True,True,753.0049145027758,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,1.5,10.0,1.25,telemetry-001,True,True,446.17102193705114,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,1.5,10.0,1.25,waveform-001,True,True,443.71629941177946,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,1.5,10.0,1.25,image-001,True,True,6229.91511211236,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,1.5,10.0,1.25,archive-001,True,True,452.35740943504777,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,1.5,10.0,1.25,telemetry-001,True,True,409.51551321498744,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,1.5,10.0,1.25,waveform-001,True,True,402.51131779555624,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,1.5,10.0,1.25,image-001,True,True,6229.91511211236,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,1.5,10.0,1.25,archive-001,True,True,452.35740943504777,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,1.5,10.0,1.25,telemetry-001,True,True,409.51551321498744,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,1.5,10.0,1.25,waveform-001,True,True,402.51131779555624,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,1.5,10.0,1.25,image-001,True,True,6229.91511211236,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,1.5,10.0,1.25,archive-001,True,True,479.6992740136078,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,1.5,10.0,1.25,telemetry-001,True,True,437.53118992728326,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,1.5,10.0,1.25,waveform-001,True,True,440.9257516437191,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,1.5,10.0,1.25,archive-001,True,True,479.6992740136078,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,1.5,10.0,1.25,telemetry-001,True,True,386.5497823356858,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,1.5,10.0,1.25,waveform-001,True,True,399.1415316123562,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,1.5,10.0,1.25,archive-001,True,True,479.6992740136078,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,1.5,10.0,1.25,telemetry-001,True,True,386.5497823356858,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,1.5,10.0,1.25,waveform-001,True,True,399.1415316123562,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,1.5,10.0,1.25,archive-001,True,True,479.6992740136078,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,1.5,10.0,1.25,telemetry-001,True,True,437.53118992728326,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,1.5,10.0,1.25,waveform-001,True,True,440.9257516437191,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,1.5,10.0,1.25,archive-001,True,True,479.6992740136078,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,1.5,10.0,1.25,telemetry-001,True,True,386.5497823356858,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,1.5,10.0,1.25,waveform-001,True,True,399.1415316123562,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
