config_id,routing_strategy,scheduler,time_step_s,offered_load_factor,deadline_factor,backhaul_factor,minimum_elevation_deg,rf_efficiency_factor,item_id,delivered,deadline_met,latency_s,failure_reason
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,1.5,10.0,1.25,archive-001,True,True,479.6992740136078,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,1.5,10.0,1.25,telemetry-001,True,True,386.5497823356858,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,1.5,10.0,1.25,waveform-001,True,True,399.1415316123562,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,1.5,10.0,1.25,archive-001,True,True,479.6992740136078,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,1.5,10.0,1.25,telemetry-001,True,True,437.53118992728326,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,1.5,10.0,1.25,waveform-001,True,True,440.9257516437191,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,1.5,10.0,1.25,archive-001,True,True,479.6992740136078,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,1.5,10.0,1.25,telemetry-001,True,True,386.5497823356858,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,1.5,10.0,1.25,waveform-001,True,True,399.1415316123562,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,1.5,10.0,1.25,archive-001,True,True,479.6992740136078,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,1.5,10.0,1.25,telemetry-001,True,True,386.5497823356858,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,1.5,10.0,1.25,waveform-001,True,True,399.1415316123562,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,1.5,10.0,1.25,archive-001,True,True,501.87635837317043,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,1.5,10.0,1.25,telemetry-001,True,True,463.84905993753,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,1.5,10.0,1.25,waveform-001,True,True,435.38818891095957,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,1.5,10.0,1.25,archive-001,True,True,501.87635837317043,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,1.5,10.0,1.25,telemetry-001,True,True,411.13465657389963,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,1.5,10.0,1.25,waveform-001,True,True,443.96173151910443,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,1.5,10.0,1.25,archive-001,True,True,501.87635837317043,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,1.5,10.0,1.25,telemetry-001,True,True,411.13465657389963,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,1.5,10.0,1.25,waveform-001,True,True,443.96173151910443,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,1.5,10.0,1.25,archive-001,True,True,501.87635837317043,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,1.5,10.0,1.25,telemetry-001,True,True,463.84905993753,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,1.5,10.0,1.25,waveform-001,True,True,435.38818891095957,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,1.5,10.0,1.25,archive-001,True,True,501.87635837317043,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,1.5,10.0,1.25,telemetry-001,True,True,411.13465657389963,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,1.5,10.0,1.25,waveform-001,True,True,443.96173151910443,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,1.5,10.0,1.25,archive-001,True,True,501.87635837317043,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,1.5,10.0,1.25,telemetry-001,True,True,411.13465657389963,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,1.5,10.0,1.25,waveform-001,True,True,443.96173151910443,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,1.5,10.0,1.25,archive-001,True,True,501.87635837317043,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,1.5,10.0,1.25,telemetry-001,True,True,463.84905993753,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,1.5,10.0,1.25,waveform-001,True,True,435.38818891095957,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,1.5,10.0,1.25,archive-001,True,True,501.87635837317043,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,1.5,10.0,1.25,telemetry-001,True,True,411.13465657389963,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,1.5,10.0,1.25,waveform-001,True,True,443.96173151910443,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,1.5,10.0,1.25,archive-001,True,True,501.87635837317043,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,1.5,10.0,1.25,telemetry-001,True,True,411.13465657389963,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,1.5,10.0,1.25,waveform-001,True,True,443.96173151910443,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,1.5,10.0,1.25,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,0.5,20.0,0.75,archive-001,True,True,477.59790638436687,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,0.5,20.0,0.75,telemetry-001,True,True,441.58932925960073,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,0.5,20.0,0.75,waveform-001,True,True,459.8284449040119,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,0.5,20.0,0.75,archive-001,True,True,477.59790638436687,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,0.5,20.0,0.75,telemetry-001,True,True,424.6519177223621,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,0.5,20.0,0.75,waveform-001,True,True,464.4637283101582,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,0.5,20.0,0.75,archive-001,True,True,477.59790638436687,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,0.5,20.0,0.75,telemetry-001,True,True,424.6519177223621,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,0.5,20.0,0.75,waveform-001,True,True,464.4637283101582,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,0.5,20.0,0.75,archive-001,True,True,477.59790638436687,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,0.5,20.0,0.75,telemetry-001,True,True,441.58932925960073,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,0.5,20.0,0.75,waveform-001,True,True,459.8284449040119,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,0.5,20.0,0.75,archive-001,True,True,477.59790638436687,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,0.5,20.0,0.75,telemetry-001,True,True,424.6519177223621,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,0.5,20.0,0.75,waveform-001,True,True,464.4637283101582,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,0.5,20.0,0.75,archive-001,True,True,477.59790638436687,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,0.5,20.0,0.75,telemetry-001,True,True,424.6519177223621,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,0.5,20.0,0.75,waveform-001,True,True,464.4637283101582,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,0.5,20.0,0.75,archive-001,True,True,477.59790638436687,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,0.5,20.0,0.75,telemetry-001,True,True,441.58932925960073,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,0.5,20.0,0.75,waveform-001,True,True,459.8284449040119,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,0.5,20.0,0.75,archive-001,True,True,477.59790638436687,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,0.5,20.0,0.75,telemetry-001,True,True,424.6519177223621,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,0.5,20.0,0.75,waveform-001,True,True,464.4637283101582,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,0.5,20.0,0.75,archive-001,True,True,477.59790638436687,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,0.5,20.0,0.75,telemetry-001,True,True,424.6519177223621,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,0.5,20.0,0.75,waveform-001,True,True,464.4637283101582,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.5,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,0.5,20.0,0.75,archive-001,True,True,520.2231623639059,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,0.5,20.0,0.75,telemetry-001,True,True,476.7072329206992,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,0.5,20.0,0.75,waveform-001,True,False,6181.338852343334,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,0.75,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,0.5,20.0,0.75,archive-001,True,True,520.2231623639059,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,0.5,20.0,0.75,telemetry-001,True,True,476.7072329206992,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,0.5,20.0,0.75,waveform-001,True,False,6181.338852343334,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,0.75,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,0.5,20.0,0.75,archive-001,True,True,520.2231623639059,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,0.5,20.0,0.75,telemetry-001,True,True,476.7072329206992,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,0.5,20.0,0.75,waveform-001,False,False,,DEADLINE_INFEASIBLE
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,0.75,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,0.5,20.0,0.75,archive-001,True,True,520.2231623639059,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,0.5,20.0,0.75,telemetry-001,True,True,476.7072329206992,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,0.5,20.0,0.75,waveform-001,True,False,6181.338852343334,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.0,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,0.5,20.0,0.75,archive-001,True,True,520.2231623639059,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,0.5,20.0,0.75,telemetry-001,True,True,476.7072329206992,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,0.5,20.0,0.75,waveform-001,True,False,6181.338852343334,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.0,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,0.5,20.0,0.75,archive-001,True,True,520.2231623639059,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,0.5,20.0,0.75,telemetry-001,True,True,476.7072329206992,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,0.5,20.0,0.75,waveform-001,False,False,,DEADLINE_INFEASIBLE
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.0,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,0.5,20.0,0.75,archive-001,True,True,520.2231623639059,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,0.5,20.0,0.75,telemetry-001,True,True,476.7072329206992,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,0.5,20.0,0.75,waveform-001,True,False,6181.338852343334,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.0,1.5,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,0.5,20.0,0.75,archive-001,True,True,520.2231623639059,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,0.5,20.0,0.75,telemetry-001,True,True,476.7072329206992,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,0.5,20.0,0.75,waveform-001,True,False,6181.338852343334,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.0,1.5,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,0.5,20.0,0.75,archive-001,True,True,520.2231623639059,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,0.5,20.0,0.75,telemetry-001,True,True,476.7072329206992,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,0.5,20.0,0.75,waveform-001,False,False,,DEADLINE_INFEASIBLE
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.0,1.5,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,0.5,20.0,0.75,archive-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,0.5,20.0,0.75,telemetry-001,True,True,338.7473002994997,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,0.5,20.0,0.75,waveform-001,True,True,418.49159466374385,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,0.75,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,0.5,20.0,0.75,archive-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,0.5,20.0,0.75,telemetry-001,True,True,338.7473002994997,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,0.5,20.0,0.75,waveform-001,True,True,418.49159466374385,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,0.75,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,0.5,20.0,0.75,archive-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,0.5,20.0,0.75,telemetry-001,True,True,338.7473002994997,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,0.5,20.0,0.75,waveform-001,True,True,418.49159466374385,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,0.75,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,0.5,20.0,0.75,archive-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,0.5,20.0,0.75,telemetry-001,True,True,338.7473002994997,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,0.5,20.0,0.75,waveform-001,True,True,418.49159466374385,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.0,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,0.5,20.0,0.75,archive-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,0.5,20.0,0.75,telemetry-001,True,True,338.7473002994997,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,0.5,20.0,0.75,waveform-001,True,True,418.49159466374385,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.0,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,0.5,20.0,0.75,archive-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,0.5,20.0,0.75,telemetry-001,True,True,338.7473002994997,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,0.5,20.0,0.75,waveform-001,True,True,418.49159466374385,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.0,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,0.5,20.0,0.75,archive-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,0.5,20.0,0.75,telemetry-001,True,True,338.7473002994997,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,0.5,20.0,0.75,waveform-001,True,True,418.49159466374385,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,1.25,1.5,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,0.5,20.0,0.75,archive-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,0.5,20.0,0.75,telemetry-001,True,True,338.7473002994997,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,0.5,20.0,0.75,waveform-001,True,True,418.49159466374385,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,1.25,1.5,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,0.5,20.0,0.75,archive-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,0.5,20.0,0.75,telemetry-001,True,True,338.7473002994997,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,0.5,20.0,0.75,waveform-001,True,True,418.49159466374385,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,1.25,1.5,0.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,1.5,20.0,0.75,archive-001,True,True,522.5979063843669,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,1.5,20.0,0.75,telemetry-001,True,True,486.58932925960073,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,1.5,20.0,0.75,waveform-001,True,True,464.8284449040119,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,0.75,1.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,1.5,20.0,0.75,archive-001,True,True,522.5979063843669,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,1.5,20.0,0.75,telemetry-001,True,True,429.6519177223621,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,1.5,20.0,0.75,waveform-001,True,True,469.4637283101582,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,0.75,1.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,1.5,20.0,0.75,archive-001,True,True,522.5979063843669,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,1.5,20.0,0.75,telemetry-001,True,True,429.6519177223621,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,1.5,20.0,0.75,waveform-001,True,True,469.4637283101582,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,0.75,1.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,1.5,20.0,0.75,archive-001,True,True,522.5979063843669,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,1.5,20.0,0.75,telemetry-001,True,True,486.58932925960073,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,1.5,20.0,0.75,waveform-001,True,True,464.8284449040119,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.0,1.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,1.5,20.0,0.75,archive-001,True,True,522.5979063843669,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,1.5,20.0,0.75,telemetry-001,True,True,429.6519177223621,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,1.5,20.0,0.75,waveform-001,True,True,469.4637283101582,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.0,1.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,1.5,20.0,0.75,archive-001,True,True,522.5979063843669,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,1.5,20.0,0.75,telemetry-001,True,True,429.6519177223621,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,1.5,20.0,0.75,waveform-001,True,True,469.4637283101582,
canonical-contact-plan-routing-v1.1,deadline-aware,edf,1.0,0.75,1.0,1.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,1.5,20.0,0.75,archive-001,True,True,522.5979063843669,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,1.5,20.0,0.75,telemetry-001,True,True,486.58932925960073,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,1.5,20.0,0.75,waveform-001,True,True,464.8284449040119,
canonical-contact-plan-routing-v1.1,next-contact,edf,1.0,0.75,1.5,1.5,20.0,0.75,image-001,False,False,,INSUFFICIENT_CAPACITY
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,1.5,20.0,0.75,archive-001,True,True,522.5979063843669,
canonical-contact-plan-routing-v1.1,earliest-arrival,edf,1.0,0.75,1.5,1.5,20.0,0.75,telemetry-001,True,True,429.6519177223621,
