config_id,project_version,routing_strategy,scheduler,time_step_s,offered_load_factor,deadline_factor,backhaul_factor,minimum_elevation_deg,rf_efficiency_factor,total_items,delivered_count,failed_count,deadline_met_items,deadline_missed_items,deadline_satisfaction_rate,critical_deadline_satisfaction_rate,delivery_ratio,average_end_to_end_latency_s,maximum_end_to_end_latency_s,contact_capacity_bits,transferred_bits,contact_utilization,selected_gs_sapporo_count,selected_gs_seoul_count,selected_gs_tokyo_count,failure_no_contact_count,failure_insufficient_capacity_count,failure_deadline_infeasible_count,failure_outside_simulation_horizon_count
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,1.0,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,421.79686265388324,479.6992740136078,204543535.20601845,44800000.0,0.21902427742278413,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,1.0,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,421.79686265388324,479.6992740136078,204543535.20601845,44800000.0,0.21902427742278413,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,1.5,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,452.7187385282034,479.6992740136078,204543535.20601845,44800000.0,0.21902427742278413,3,0,0,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,1.5,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,421.79686265388324,479.6992740136078,204543535.20601845,44800000.0,0.21902427742278413,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,1.5,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,421.79686265388324,479.6992740136078,204543535.20601845,44800000.0,0.21902427742278413,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,0.75,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,467.03786907388667,501.87635837317043,204543535.20601845,56000000.0,0.2737803467784802,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,0.75,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,452.3242488220582,501.87635837317043,204543535.20601845,56000000.0,0.2737803467784802,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,0.75,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,452.3242488220582,501.87635837317043,204543535.20601845,56000000.0,0.2737803467784802,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,1.0,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,467.03786907388667,501.87635837317043,204543535.20601845,56000000.0,0.2737803467784802,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,1.0,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,452.3242488220582,501.87635837317043,204543535.20601845,56000000.0,0.2737803467784802,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,1.0,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,452.3242488220582,501.87635837317043,204543535.20601845,56000000.0,0.2737803467784802,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,1.5,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,467.03786907388667,501.87635837317043,204543535.20601845,56000000.0,0.2737803467784802,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,1.5,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,452.3242488220582,501.87635837317043,204543535.20601845,56000000.0,0.2737803467784802,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,1.5,1.5,10.0,1.25,4,3,1,3,1,0.75,1.0,0.75,452.3242488220582,501.87635837317043,204543535.20601845,56000000.0,0.2737803467784802,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,0.75,0.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,459.6718935159932,477.59790638436687,74376337.2993454,33600000.0,0.45175658307518884,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,0.75,0.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,455.57118413896234,477.59790638436687,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,0.75,0.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,455.57118413896234,477.59790638436687,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,1.0,0.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,459.6718935159932,477.59790638436687,74376337.2993454,33600000.0,0.45175658307518884,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,1.0,0.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,455.57118413896234,477.59790638436687,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,1.0,0.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,455.57118413896234,477.59790638436687,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,1.5,0.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,459.6718935159932,477.59790638436687,74376337.2993454,33600000.0,0.45175658307518884,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,1.5,0.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,455.57118413896234,477.59790638436687,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,1.5,0.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,455.57118413896234,477.59790638436687,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,0.75,0.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2392.7564158759797,6181.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,0.75,0.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2392.7564158759797,6181.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,0.75,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,498.46519764230254,520.2231623639059,74376337.2993454,28800000.0,0.3872199283501619,1,0,1,0,1,1,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,1.0,0.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2392.7564158759797,6181.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,1.0,0.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2392.7564158759797,6181.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,1.0,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,498.46519764230254,520.2231623639059,74376337.2993454,28800000.0,0.3872199283501619,1,0,1,0,1,1,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,1.5,0.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2392.7564158759797,6181.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,1.5,0.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2392.7564158759797,6181.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,1.5,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,498.46519764230254,520.2231623639059,74376337.2993454,28800000.0,0.3872199283501619,1,0,1,0,1,1,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,0.75,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,378.6194474816218,418.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,0.75,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,378.6194474816218,418.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,0.75,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,378.6194474816218,418.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,1.0,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,378.6194474816218,418.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,1.0,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,378.6194474816218,418.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,1.0,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,378.6194474816218,418.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,1.5,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,378.6194474816218,418.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,1.5,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,378.6194474816218,418.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,1.5,0.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,378.6194474816218,418.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,0.75,1.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,491.3385601826599,522.5979063843669,74376337.2993454,33600000.0,0.45175658307518884,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,0.75,1.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,473.9045174722957,522.5979063843669,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,0.75,1.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,473.9045174722957,522.5979063843669,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,1.0,1.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,491.3385601826599,522.5979063843669,74376337.2993454,33600000.0,0.45175658307518884,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,1.0,1.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,473.9045174722957,522.5979063843669,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,1.0,1.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,473.9045174722957,522.5979063843669,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,1.5,1.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,491.3385601826599,522.5979063843669,74376337.2993454,33600000.0,0.45175658307518884,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,1.5,1.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,473.9045174722957,522.5979063843669,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,1.5,1.5,20.0,0.75,4,3,1,3,1,0.75,1.0,0.75,473.9045174722957,522.5979063843669,74376337.2993454,33600000.0,0.45175658307518884,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,0.75,1.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2469.423082542646,6361.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,0.75,1.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2469.423082542646,6361.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,0.75,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,523.4651976423025,565.2231623639059,74376337.2993454,28800000.0,0.3872199283501619,1,0,1,0,1,1,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,1.0,1.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2469.423082542646,6361.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,1.0,1.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2469.423082542646,6361.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,1.0,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,523.4651976423025,565.2231623639059,74376337.2993454,28800000.0,0.3872199283501619,1,0,1,0,1,1,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,1.5,1.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2469.423082542646,6361.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,1.5,1.5,20.0,0.75,4,3,1,2,2,0.5,1.0,0.75,2469.423082542646,6361.338852343334,74376337.2993454,44800000.0,0.6023421107669185,1,1,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,1.5,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,523.4651976423025,565.2231623639059,74376337.2993454,28800000.0,0.3872199283501619,1,0,1,0,1,1,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,0.75,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,423.6194474816218,463.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,0.75,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,410.9265703628528,438.10584042620576,74376337.2993454,26000000.0,0.3495735464272295,1,0,1,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,0.75,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,410.9265703628528,438.10584042620576,74376337.2993454,26000000.0,0.3495735464272295,1,0,1,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,1.0,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,423.6194474816218,463.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,1.0,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,410.9265703628528,438.10584042620576,74376337.2993454,26000000.0,0.3495735464272295,1,0,1,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,1.0,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,410.9265703628528,438.10584042620576,74376337.2993454,26000000.0,0.3495735464272295,1,0,1,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,1.5,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,423.6194474816218,463.49159466374385,74376337.2993454,26000000.0,0.3495735464272295,2,0,0,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,1.5,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,410.9265703628528,438.10584042620576,74376337.2993454,26000000.0,0.3495735464272295,1,0,1,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,1.5,1.5,20.0,0.75,4,2,2,2,2,0.5,1.0,0.5,410.9265703628528,438.10584042620576,74376337.2993454,26000000.0,0.3495735464272295,1,0,1,0,2,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,0.75,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,397.31070585975385,433.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,3,0,0,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,0.75,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,392.6706259906064,433.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,0.75,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,392.6706259906064,433.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,1.0,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,397.31070585975385,433.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,3,0,0,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,1.0,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,392.6706259906064,433.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,1.0,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,392.6706259906064,433.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,1.5,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,397.31070585975385,433.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,3,0,0,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,1.5,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,392.6706259906064,433.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,1.5,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,392.6706259906064,433.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,0.75,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,424.513625963891,455.6746572851326,123960562.16557565,44800000.0,0.36140526646015114,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,0.75,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,422.095693844329,455.6746572851326,123960562.16557565,44800000.0,0.36140526646015114,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,0.75,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,422.095693844329,455.6746572851326,123960562.16557565,44800000.0,0.36140526646015114,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,1.0,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,424.513625963891,455.6746572851326,123960562.16557565,44800000.0,0.36140526646015114,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,1.0,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,422.095693844329,455.6746572851326,123960562.16557565,44800000.0,0.36140526646015114,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,1.0,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,422.095693844329,455.6746572851326,123960562.16557565,44800000.0,0.36140526646015114,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.0,1.5,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,424.513625963891,455.6746572851326,123960562.16557565,44800000.0,0.36140526646015114,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.0,1.5,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,422.095693844329,455.6746572851326,123960562.16557565,44800000.0,0.36140526646015114,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.0,1.5,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,422.095693844329,455.6746572851326,123960562.16557565,44800000.0,0.36140526646015114,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,0.75,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,459.67189351599336,477.597906384367,123960562.16557565,56000000.0,0.45175658307518896,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,0.75,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,455.5711841389625,477.597906384367,123960562.16557565,56000000.0,0.45175658307518896,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,0.75,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,455.5711841389625,477.597906384367,123960562.16557565,56000000.0,0.45175658307518896,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,1.0,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,459.67189351599336,477.597906384367,123960562.16557565,56000000.0,0.45175658307518896,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,1.0,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,455.5711841389625,477.597906384367,123960562.16557565,56000000.0,0.45175658307518896,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,1.0,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,455.5711841389625,477.597906384367,123960562.16557565,56000000.0,0.45175658307518896,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,1.25,1.5,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,459.67189351599336,477.597906384367,123960562.16557565,56000000.0,0.45175658307518896,2,0,1,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,1.25,1.5,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,455.5711841389625,477.597906384367,123960562.16557565,56000000.0,0.45175658307518896,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,1.25,1.5,0.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,455.5711841389625,477.597906384367,123960562.16557565,56000000.0,0.45175658307518896,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,0.75,1.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,442.31070585975385,478.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,3,0,0,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,0.75,1.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,411.0039593239398,478.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,0.75,1.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,411.0039593239398,478.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,1.0,1.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,442.31070585975385,478.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,3,0,0,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,1.0,1.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,411.0039593239398,478.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,deadline-aware,edf,1.0,0.75,1.0,1.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,411.0039593239398,478.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,next-contact,edf,1.0,0.75,1.5,1.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,442.31070585975385,478.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,3,0,0,0,1,0,0
canonical-contact-plan-routing-v1.1,1.1.0,earliest-arrival,edf,1.0,0.75,1.5,1.5,20.0,1.25,4,3,1,3,1,0.75,1.0,0.75,411.0039593239398,478.4180575797985,123960562.16557565,33600000.0,0.2710539498451134,1,0,2,0,1,0,0
